keep_id,duplicate_id,score,status,keep_title,keep_category,duplicate_title,duplicate_category
3145,12866,1.0,pending,لارک,tourism,لارک,tourism
3146,12867,1.0,pending,هتل,tourism,هتل,tourism
3147,12868,1.0,pending,اقامت,tourism,اقامت,tourism
3149,12870,1.0,pending,غذا,food,غذا,food
3150,12871,1.0,pending,قلیه,food,قلیه,food
3157,12878,1.0,pending,پارک,tourism,پارک,tourism
3158,12879,1.0,pending,قوانین,traffic,قوانین,traffic
3159,12880,1.0,pending,جریمه,traffic,جریمه,traffic
3160,12881,1.0,pending,گواهینامه,general,گواهینامه,general
3161,12882,1.0,pending,پلیس,traffic,پلیس,traffic
3163,12884,1.0,pending,امداد,traffic,امداد,traffic
3164,12885,1.0,pending,sos,general,sos,general
3166,12887,1.0,pending,باران,general,باران,general
3168,12889,1.0,pending,فرهنگ,culture,فرهنگ,culture
3170,12891,1.0,pending,هدیش,traffic,هدیش,traffic
3171,12892,1.0,pending,تنگ زاغ,traffic,تنگ زاغ,traffic
3174,12894,1.0,pending,hapt,traffic,hapt,traffic
3175,12895,1.0,pending,عصبانی,general,عصبانی,general
3176,12896,1.0,pending,گریه,general,گریه,general
3181,12900,1.0,pending,گرمازدگی,general,گرمازدگی,general
3182,12901,1.0,pending,رانندگی بارانی,traffic,رانندگی بارانی,traffic
3183,12902,1.0,pending,رانندگی شب,traffic,رانندگی شب,traffic
3188,12907,1.0,pending,پشتیبانی,general,پشتیبانی,general
3190,12909,1.0,pending,نسخه پرو,general,نسخه پرو,general
3191,12910,1.0,pending,انرژی هسته ای,general,انرژی هسته ای,general
3192,12911,1.0,pending,تئاتر,general,تئاتر,general
3193,12912,1.0,pending,تور قشم,tourism,تور قشم,tourism
3194,12913,1.0,pending,تور کیش,tourism,تور کیش,tourism
3195,12914,1.0,pending,تور هرمز,tourism,تور هرمز,tourism
3197,12916,1.0,pending,فوتبال ساحلی,tourism,فوتبال ساحلی,tourism
3199,12918,1.0,pending,نگهداری نوزاد,general,نگهداری نوزاد,general
3200,12919,1.0,pending,شیردهی,general,شیردهی,general
3201,12920,1.0,pending,پوشک,general,پوشک,general
3202,12921,1.0,pending,دندان درآوردن,general,دندان درآوردن,general
3208,12927,1.0,pending,دلار,general,دلار,general
3210,12929,1.0,pending,مقاله,general,مقاله,general
3211,12930,1.0,pending,پروپوزال,general,پروپوزال,general
3213,12932,1.0,pending,ویزا,general,ویزا,general
3215,12934,1.0,pending,نمیفهمم,general,نمیفهمم,general
3216,12935,1.0,pending,چی بپرسم,traffic,چی بپرسم,traffic
3226,12945,1.0,pending,قلیه میگو,food,قلیه میگو,food
3228,12947,1.0,pending,ماهی کبابی,tourism,ماهی کبابی,tourism
3231,12950,1.0,pending,ترشی بندری,food,ترشی بندری,food
3232,12951,1.0,pending,راهنمای آشپزی بندری,food,راهنمای آشپزی بندری,food
3236,12955,1.0,pending,بخش قلعه قاضی,general,بخش قلعه قاضی,general
3241,12960,1.0,pending,بخش شهاب,tourism,بخش شهاب,tourism
3245,12964,1.0,pending,بخش کیش,tourism,بخش کیش,tourism
3248,12967,1.0,pending,بخش مرکزی حاجی آباد,general,بخش مرکزی حاجی آباد,general
3249,12968,1.0,pending,بخش فارغان,general,بخش فارغان,general
3252,12971,1.0,pending,بخش مرکزی پارسیان,tourism,بخش مرکزی پارسیان,tourism
3262,12981,1.0,pending,بندر خمیر,food,بندر خمیر,food
3266,12985,1.0,pending,رمزارز,general,رمزارز,general
3267,12986,1.0,pending,جنگ,general,جنگ,general
3268,12987,1.0,pending,بهترین گوشی,general,بهترین گوشی,general
3269,12988,1.0,pending,بهترین لپتاپ,general,بهترین لپتاپ,general
3273,12992,1.0,pending,طراحی سایت,general,طراحی سایت,general
3275,12994,1.0,pending,اجاره خانه,general,اجاره خانه,general
3279,12998,1.0,pending,کنکور,general,کنکور,general
3281,13000,1.0,pending,رشته,medical,رشته,medical
3283,13002,1.0,pending,ورزش,general,ورزش,general
3284,13003,1.0,pending,خواب,general,خواب,general
3286,13005,1.0,pending,کرونا,general,کرونا,general
3291,13010,1.0,pending,تقویم,traffic,تقویم,traffic
3296,13015,1.0,pending,چطور لاغر بشم,general,چطور لاغر بشم,general
3297,13016,1.0,pending,چطور خوشحال باشم,general,چطور خوشحال باشم,general
3299,13018,1.0,pending,gpt 4 چیست,general,gpt 4 چیست,general
3301,13020,1.0,pending,api chatgpt,general,api chatgpt,general
3302,13021,1.0,pending,chatgpt فارسی,general,chatgpt فارسی,general
3303,13022,1.0,pending,جیلبریک chatgpt,general,جیلبریک chatgpt,general
3305,13024,1.0,pending,جایگزین chatgpt,general,جایگزین chatgpt,general
3310,13029,1.0,pending,هوش مصنوعی خطرناک,general,هوش مصنوعی خطرناک,general
3311,13030,1.0,pending,یادگیری ماشین,general,یادگیری ماشین,general
3312,13031,1.0,pending,دیپ لرنینگ,general,دیپ لرنینگ,general
3314,13033,1.0,pending,بهترین زبان برنامه نویسی,general,بهترین زبان برنامه نویسی,general
3315,13034,1.0,pending,frontend یا backend,general,frontend یا backend,general
3317,13036,1.0,pending,فلاتر,general,فلاتر,general
3318,13037,1.0,pending,کوبرنتیز,general,کوبرنتیز,general
3319,13038,1.0,pending,گیت,general,گیت,general
3320,13039,1.0,pending,sql یا nosql,general,sql یا nosql,general
3321,13040,1.0,pending,api چیست,general,api چیست,general
3322,13041,1.0,pending,جیسون,general,جیسون,general
3323,13042,1.0,pending,کلود,general,کلود,general
3325,13044,1.0,pending,واقعیت افزوده,general,واقعیت افزوده,general
3326,13045,1.0,pending,رباتیک,medical,رباتیک,medical
3328,13047,1.0,pending,وای فای 7,traffic,وای فای 7,traffic
3329,13048,1.0,pending,شارژ سریع,general,شارژ سریع,general
3331,13050,1.0,pending,خودرو برقی,general,خودرو برقی,general
3333,13052,1.0,pending,هایپرلوپ,traffic,هایپرلوپ,traffic
3334,13053,1.0,pending,اسپیس ایکس,general,اسپیس ایکس,general
3335,13054,1.0,pending,استارلینک,traffic,استارلینک,traffic
3336,13055,1.0,pending,هوش مصنوعی و پزشکی,medical,هوش مصنوعی و پزشکی,medical
3338,13057,1.0,pending,تغییر اقلیم,general,تغییر اقلیم,general
3339,13058,1.0,pending,بیت کوین,general,بیت کوین,general
3342,13061,1.0,pending,دیفای,general,دیفای,general
3343,13062,1.0,pending,وب 3,general,وب 3,general
3344,13063,1.0,pending,متامسک,general,متامسک,general
3346,13065,1.0,pending,بهره بانکی,general,بهره بانکی,general
3347,13066,1.0,pending,فدرال رزرو,general,فدرال رزرو,general
3348,13067,1.0,pending,شاخص دلار,general,شاخص دلار,general
3350,13069,1.0,pending,طلا,general,طلا,general
3354,13073,1.0,pending,تحلیل تکنیکال,general,تحلیل تکنیکال,general
3355,13074,1.0,pending,تحلیل فاندامنتال,general,تحلیل فاندامنتال,general
3356,13075,1.0,pending,سرمایه گذاری,general,سرمایه گذاری,general
3357,13076,1.0,pending,صندوق سرمایه گذاری,general,صندوق سرمایه گذاری,general
3359,13078,1.0,pending,چک,general,چک,general
3360,13079,1.0,pending,وام,general,وام,general
3361,13080,1.0,pending,لیزینگ,general,لیزینگ,general
3363,13082,1.0,pending,کارت اعتباری,general,کارت اعتباری,general
3365,13084,1.0,pending,سود مرکب,general,سود مرکب,general
3366,13085,1.0,pending,تورم ایران,general,تورم ایران,general
3370,13089,1.0,pending,سفته,general,سفته,general
3375,13094,1.0,pending,انگیزه,general,انگیزه,general
3376,13095,1.0,pending,بهره وری,general,بهره وری,general
3379,13098,1.0,pending,شادی,general,شادی,general
3380,13099,1.0,pending,رابطه,general,رابطه,general
3381,13100,1.0,pending,دوست یابی,general,دوست یابی,general
3382,13101,1.0,pending,مهارت اجتماعی,general,مهارت اجتماعی,general
3383,13102,1.0,pending,فن بیان,general,فن بیان,general
3384,13103,1.0,pending,رهبری,general,رهبری,general
3385,13104,1.0,pending,کار تیمی,general,کار تیمی,general
3387,13106,1.0,pending,تفکر نقاد,general,تفکر نقاد,general
3388,13107,1.0,pending,هوش هیجانی,general,هوش هیجانی,general
3389,13108,1.0,pending,ذهن آگاهی,general,ذهن آگاهی,general
3391,13110,1.0,pending,شکرگزاری,general,شکرگزاری,general
3393,13112,1.0,pending,پایتخت ایران,general,پایتخت ایران,general
3394,13113,1.0,pending,پرجمعیت ترین,general,پرجمعیت ترین,general
3395,13114,1.0,pending,بزرگترین کشور,general,بزرگترین کشور,general
3396,13115,1.0,pending,قدیمی ترین تمدن,general,قدیمی ترین تمدن,general
3397,13116,1.0,pending,عجایب هفتگانه,general,عجایب هفتگانه,general
3398,13117,1.0,pending,رئیس جمهور آمریکا,general,رئیس جمهور آمریکا,general
3399,13118,1.0,pending,رئیس جمهور ایران,general,رئیس جمهور ایران,general
3404,13123,1.0,pending,انرژی تجدیدپذیر,general,انرژی تجدیدپذیر,general
3405,13124,1.0,pending,هوش مصنوعی عمومی,general,هوش مصنوعی عمومی,general
3406,13125,1.0,pending,تکینگی,general,تکینگی,general
3407,13126,1.0,pending,ماه,general,ماه,general
3408,13127,1.0,pending,سیاه چاله,general,سیاه چاله,general
3409,13128,1.0,pending,بیگ بنگ,general,بیگ بنگ,general
3410,13129,1.0,pending,دایناسورها,general,دایناسورها,general
3411,13130,1.0,pending,انسان,general,انسان,general
3412,13131,1.0,pending,زبان,culture,زبان,culture
3413,13132,1.0,pending,دین,general,دین,general
3414,13133,1.0,pending,اخلاق,general,اخلاق,general
3418,13137,1.0,pending,المپیک,general,المپیک,general
3419,13138,1.0,pending,شطرنج,general,شطرنج,general
3420,13139,1.0,pending,قرآن,general,قرآن,general
3421,13140,1.0,pending,نهج البلاغه,general,نهج البلاغه,general
3422,13141,1.0,pending,حافظ,general,حافظ,general
3423,13142,1.0,pending,فردوسی,general,فردوسی,general
3424,13143,1.0,pending,خیام,general,خیام,general
3425,13144,1.0,pending,انیشتین,general,انیشتین,general
3427,13146,1.0,pending,تسلا,general,تسلا,general
3429,13148,1.0,pending,ایلان ماسک,general,ایلان ماسک,general
3430,13149,1.0,pending,چطور موفق بشم,general,چطور موفق بشم,general
3433,13152,1.0,pending,چطور برنامه ریزی کنم,general,چطور برنامه ریزی کنم,general
3434,13153,1.0,pending,چطور زبان انگلیسی یاد بگیرم,general,چطور زبان انگلیسی یاد بگیرم,general
3436,13155,1.0,pending,چطور بخوابم,general,چطور بخوابم,general
3437,13156,1.0,pending,چطور تمرکز کنم,general,چطور تمرکز کنم,general
3438,13157,1.0,pending,چطور استرس رو کم کنم,general,چطور استرس رو کم کنم,general
3439,13158,1.0,pending,چطور اعتماد به نفس پیدا کنم,general,چطور اعتماد به نفس پیدا کنم,general
3440,13159,1.0,pending,چطور تصمیم بگیرم,general,چطور تصمیم بگیرم,general
3443,13162,1.0,pending,چطور با آدم سمی برخورد کنم,general,چطور با آدم سمی برخورد کنم,general
3444,13163,1.0,pending,چطور ببخشم,general,چطور ببخشم,general
3445,13164,1.0,pending,چطور breakup رو فراموش کنم,general,چطور breakup رو فراموش کنم,general
3446,13165,1.0,pending,چطور با افسردگی مقابله کنم,medical,چطور با افسردگی مقابله کنم,medical
3449,13168,1.0,pending,چطور شغل پیدا کنم,general,چطور شغل پیدا کنم,general
3452,13171,1.0,pending,چطور سرمایه گذاری کنم,general,چطور سرمایه گذاری کنم,general
3453,13172,1.0,pending,چطور قانع باشم,general,چطور قانع باشم,general
3454,13173,1.0,pending,چطور خلاق باشم,general,چطور خلاق باشم,general
3455,13174,1.0,pending,چطور نویسنده بشم,general,چطور نویسنده بشم,general
3458,13177,1.0,pending,چطور بلاگر بشم,food,چطور بلاگر بشم,food
3460,13179,1.0,pending,چطور عکاس بشم,traffic,چطور عکاس بشم,traffic
3462,13181,1.0,pending,چطور آشپزی یاد بگیرم,food,چطور آشپزی یاد بگیرم,food
3466,13185,1.0,pending,چطور مهاجرت کنم,traffic,چطور مهاجرت کنم,traffic
3467,13186,1.0,pending,چطور رزومه بنویسم,general,چطور رزومه بنویسم,general
3468,13187,1.0,pending,چطور مصاحبه کاری رو قبول بشم,general,چطور مصاحبه کاری رو قبول بشم,general
3469,13188,1.0,pending,چطور مذاکره کنم,general,چطور مذاکره کنم,general
3470,13189,1.0,pending,چطور ارائه بدم,general,چطور ارائه بدم,general
3471,13190,1.0,pending,چطور رهبر باشم,general,چطور رهبر باشم,general
3472,13191,1.0,pending,چطور تیم بسازم,general,چطور تیم بسازم,general
3476,13195,1.0,pending,چطور productivity رو بالا ببرم,general,چطور productivity رو بالا ببرم,general
3478,13197,1.0,pending,چطور سخنرانی کنم,general,چطور سخنرانی کنم,general
3480,13199,1.0,pending,سوالات رایج,general,سوالات رایج,general
3484,13203,1.0,pending,غذا گفتگو,food,غذا گفتگو,food
3485,13204,1.0,pending,ترافیک گفتگو,traffic,ترافیک گفتگو,traffic
3486,13205,1.0,pending,عزاداری,general,عزاداری,general
3487,13206,1.0,pending,فصل ها,general,فصل ها,general
3490,13209,1.0,pending,دستورات,general,دستورات,general
3491,13210,1.0,pending,جملات روزمره,tourism,جملات روزمره,tourism
3493,13212,1.0,pending,ترافیک امروز,traffic,ترافیک امروز,traffic
3494,13213,1.0,pending,ترافیک چهارشنبه,traffic,ترافیک چهارشنبه,traffic
3496,13215,1.0,pending,فرهنگ ایران,culture,فرهنگ ایران,culture
3506,13225,1.0,pending,واتساپ,general,واتساپ,general
3507,13226,1.0,pending,تلگرام,general,تلگرام,general
3508,13227,1.0,pending,توییتر,general,توییتر,general
3516,13235,1.0,pending,ترجمه,general,ترجمه,general
3517,13236,1.0,pending,ویرایش عکس,general,ویرایش عکس,general
3519,13238,1.0,pending,کسب درآمد بلاگری,general,کسب درآمد بلاگری,general
3520,13239,1.0,pending,تجهیزات بلاگری,traffic,تجهیزات بلاگری,traffic
3524,13243,1.0,pending,الگوریتم اینستاگرام,general,الگوریتم اینستاگرام,general
3527,13246,1.0,pending,نور عکاسی بلاگری,general,نور عکاسی بلاگری,general
3530,13249,1.0,pending,کپشن آماده انگیزشی,traffic,کپشن آماده انگیزشی,traffic
3533,13252,1.0,pending,هشتگ طبیعت,tourism,هشتگ طبیعت,tourism
3538,13257,1.0,pending,ووکامرس,traffic,ووکامرس,traffic
3546,13265,1.0,pending,پروژه hapt,traffic,پروژه hapt,traffic
3547,13266,1.0,pending,hapt نتایج,traffic,hapt نتایج,traffic
3549,13268,1.0,pending,hapt هزینه,general,hapt هزینه,general
3550,13269,1.0,pending,hapt تماس,general,hapt تماس,general
3551,13270,1.0,pending,پنچری چه کنم,general,پنچری چه کنم,general
3553,13272,1.0,pending,مار عقرب گزیدگی,general,مار عقرب گزیدگی,general
3555,13274,1.0,pending,سفر دونفره هرمز,tourism,سفر دونفره هرمز,tourism
3557,13276,1.0,pending,عروسی جنوبی,food,عروسی جنوبی,food
3558,13277,1.0,pending,نوروز بندرعباس,tourism,نوروز بندرعباس,tourism
3560,13279,1.0,pending,ناراحت,general,ناراحت,general
3561,13280,1.0,pending,خسته,general,خسته,general
3562,13281,1.0,pending,دلتنگ,general,دلتنگ,general
3563,13282,1.0,pending,افسرده,general,افسرده,general
3564,13283,1.0,pending,خوشحال,general,خوشحال,general
3565,13284,1.0,pending,عاشق,general,عاشق,general
3567,13286,1.0,pending,بارون,traffic,بارون,traffic
3568,13287,1.0,pending,طوفان,tourism,طوفان,tourism
3571,13290,1.0,pending,رادیولوژی,medical,رادیولوژی,medical
3582,13301,1.0,pending,بلاگری هرمزگان,tourism,بلاگری هرمزگان,tourism
3590,13309,1.0,pending,هتل های بندرعباس کامل,tourism,هتل های بندرعباس کامل,tourism
3601,13320,1.0,pending,کیک خانگی,general,کیک خانگی,general
3603,13322,1.0,pending,کیک تولد,general,کیک تولد,general
3609,13328,1.0,pending,نمونه سوالات راه آهن,traffic,نمونه سوالات راه آهن,traffic
3610,13329,1.0,pending,نمونه سوالات استخدامی عمومی,general,نمونه سوالات استخدامی عمومی,general
3612,13331,1.0,pending,احکام شرعی,general,احکام شرعی,general
3621,13340,1.0,pending,اجتماعی,medical,اجتماعی,medical
3629,13348,1.0,pending,مسائل اجتماعی روز,traffic,مسائل اجتماعی روز,traffic
3648,13367,1.0,pending,ثبت نام وام,traffic,ثبت نام وام,traffic
3659,13378,1.0,pending,ملی شدن نفت,general,ملی شدن نفت,general
3668,13387,1.0,pending,جنگ چالدران,general,جنگ چالدران,general
3669,13388,1.0,pending,عهدنامه ترکمانچای,general,عهدنامه ترکمانچای,general
3673,13392,1.0,pending,صلح نامه های ایران,general,صلح نامه های ایران,general
3678,13397,1.0,pending,رمضان خلاصه,general,رمضان خلاصه,general
3682,13401,1.0,pending,ترافیک الان,traffic,ترافیک الان,traffic
3683,13402,1.0,pending,گشنه,food,گشنه,food
3684,13403,1.0,pending,مقایسه ماشین,general,مقایسه ماشین,general
3686,13405,1.0,pending,وام فرزند,general,وام فرزند,general
3689,13408,1.0,pending,انقلاب,general,انقلاب,general
3690,13409,1.0,pending,مشروطه,general,مشروطه,general
3691,13410,1.0,pending,مصدق,general,مصدق,general
3692,13411,1.0,pending,خمس,general,خمس,general
3693,13412,1.0,pending,زکات,general,زکات,general
3694,13413,1.0,pending,روزه,general,روزه,general
3696,13415,1.0,pending,بیمارستان,medical,بیمارستان,medical
3697,13416,1.0,pending,آزمایش,general,آزمایش,general
3703,13422,1.0,pending,دلِمی,general,دلِمی,general
3746,13465,1.0,pending,مسیر بندری,traffic,مسیر بندری,traffic
3806,13525,1.0,pending,ساحل بندری,tourism,ساحل بندری,tourism
3833,13552,1.0,pending,بریم لارک بندری,tourism,بریم لارک بندری,tourism
3845,13564,1.0,pending,بریم دولت بندری,tourism,بریم دولت بندری,tourism
3850,13569,1.0,pending,درمانگاه بندری,medical,درمانگاه بندری,medical
3865,13584,1.0,pending,دادگستری بندری,medical,دادگستری بندری,medical
3868,13587,1.0,pending,کافه بندری,tourism,کافه بندری,tourism
3910,13629,1.0,pending,هشدار ترافیکی,traffic,هشدار ترافیکی,traffic
3912,13631,1.0,pending,نقاط حادثه خیز اولویت بندی,traffic,نقاط حادثه خیز اولویت بندی,traffic
3913,13632,1.0,pending,دوربین های سرعت بندرعباس,traffic,دوربین های سرعت بندرعباس,traffic
3914,13633,1.0,pending,پایش ترافیک لحظه ای,traffic,پایش ترافیک لحظه ای,traffic
3918,13636,1.0,pending,هشدار ایسین,traffic,هشدار ایسین,traffic
3932,13650,1.0,pending,استخدام وزارت بهداشت,medical,استخدام وزارت بهداشت,medical
3935,13653,1.0,pending,انتقال خون بندرعباس,medical,انتقال خون بندرعباس,medical
3938,13656,1.0,pending,کمپ ترک اعتیاد بندرعباس,medical,کمپ ترک اعتیاد بندرعباس,medical
3941,13659,1.0,pending,مراکز مشاوره اعتیاد,medical,مراکز مشاوره اعتیاد,medical
3947,13665,1.0,pending,سامانه ثبت اسناد,general,سامانه ثبت اسناد,general
3956,13674,1.0,pending,ازمون ایین نامه,traffic,ازمون ایین نامه,traffic
3957,13675,1.0,pending,نمونه سوالات ایین نامه,traffic,نمونه سوالات ایین نامه,traffic
3959,13677,1.0,pending,رانندگی ایمن نکات,traffic,رانندگی ایمن نکات,traffic
3965,13683,1.0,pending,کمک های اولیه کودکان,medical,کمک های اولیه کودکان,medical
3967,13685,1.0,pending,شیر خشک راهنما,food,شیر خشک راهنما,food
3968,13686,1.0,pending,بیماری های شایع کودکان,medical,بیماری های شایع کودکان,medical
3971,13689,1.0,pending,تغذیه کودک یک تا پنج سال,food,تغذیه کودک یک تا پنج سال,food
3972,13690,1.0,pending,واکسیناسیون کامل,medical,واکسیناسیون کامل,medical
3974,13692,1.0,pending,فتاوای رهبری,medical,فتاوای رهبری,medical
3984,13702,1.0,pending,نیروی دریایی سپاه,traffic,نیروی دریایی سپاه,traffic
3985,13703,1.0,pending,خلیج فارس نظامی,tourism,خلیج فارس نظامی,tourism
3987,13705,1.0,pending,سپاه پاسداران,traffic,سپاه پاسداران,traffic
3989,13707,1.0,pending,فراجا ناجا,traffic,فراجا ناجا,traffic
3995,13713,1.0,pending,سپاه,traffic,سپاه,traffic
3998,13716,1.0,pending,فتاح هایپرسونیک,traffic,فتاح هایپرسونیک,traffic
4001,13719,1.0,pending,روش تدریس علوم,traffic,روش تدریس علوم,traffic
4002,13720,1.0,pending,روش تدریس انگلیسی,general,روش تدریس انگلیسی,general
4005,13723,1.0,pending,تکالیف خلاقانه,culture,تکالیف خلاقانه,culture
4007,13725,1.0,pending,پایه دوم ابتدایی,general,پایه دوم ابتدایی,general
4009,13727,1.0,pending,پایه چهارم ابتدایی,food,پایه چهارم ابتدایی,food
4017,13735,1.0,pending,فرمول های ریاضی,general,فرمول های ریاضی,general
4018,13736,1.0,pending,حل معادله درجه دو,general,حل معادله درجه دو,general
4020,13738,1.0,pending,جدول ضرب,general,جدول ضرب,general
4021,13739,1.0,pending,اعداد اول,general,اعداد اول,general
4022,13740,1.0,pending,ریاضی کنکور,general,ریاضی کنکور,general
4023,13741,1.0,pending,علوم پزشکی هرمزگان,medical,علوم پزشکی هرمزگان,medical
4024,13742,1.0,pending,پزشکی رشته ها,medical,پزشکی رشته ها,medical
4027,13745,1.0,pending,انواع مقاله علمی,medical,انواع مقاله علمی,medical
4035,13753,1.0,pending,آگهی روزنامه,tourism,آگهی روزنامه,tourism
4055,13773,1.0,pending,استعلام خلافی خودرو,traffic,استعلام خلافی خودرو,traffic
4060,13778,1.0,pending,پارک فناوری هرمزگان,traffic,پارک فناوری هرمزگان,traffic
4066,13783,1.0,pending,تغذیه بارداری,food,تغذیه بارداری,food
4067,13784,1.0,pending,علائم خطر بارداری,medical,علائم خطر بارداری,medical
4070,13787,1.0,pending,رمضان در هرمزگان,food,رمضان در هرمزگان,food
4071,13788,1.0,pending,رمضان در جهان,food,رمضان در جهان,food
4075,13792,1.0,pending,نیمه شعبان,culture,نیمه شعبان,culture
4076,13793,1.0,pending,نیمه شعبان هرمزگان,tourism,نیمه شعبان هرمزگان,tourism
4085,13802,1.0,pending,غدیر هرمزگان,food,غدیر هرمزگان,food
4086,13803,1.0,pending,خطبه غدیر,general,خطبه غدیر,general
4091,13808,1.0,pending,روز پدر هرمزگان,food,روز پدر هرمزگان,food
4092,13809,1.0,pending,امام علی,general,امام علی,general
4093,13810,1.0,pending,ولنتاین,tourism,ولنتاین,tourism
4097,13814,1.0,pending,چهارشنبه سوری هرمزگان,tourism,چهارشنبه سوری هرمزگان,tourism
4101,13818,1.0,pending,فال حافظ,traffic,فال حافظ,traffic
4105,13822,1.0,pending,قرآن به سر,general,قرآن به سر,general
4108,13825,1.0,pending,دعای ارزوها,general,دعای ارزوها,general
4112,13829,1.0,pending,اسم پسر با الف,general,اسم پسر با الف,general
4115,13832,1.0,pending,اسم دختر مذهبی,general,اسم دختر مذهبی,general
4127,13843,1.0,pending,طرح یسنا,medical,طرح یسنا,medical
4128,13844,1.0,pending,کودکان سوءتغذیه,medical,کودکان سوءتغذیه,medical
4130,13846,1.0,pending,ساعت قطار بندرعباس,traffic,ساعت قطار بندرعباس,traffic
4133,13849,1.0,pending,تاکسی اینترنتی hdp,traffic,تاکسی اینترنتی hdp,traffic
4136,13852,1.0,pending,الگوریتم هشدار hdp,traffic,الگوریتم هشدار hdp,traffic
4138,13854,1.0,pending,غذاهای بندری شیرین,food,غذاهای بندری شیرین,food
4139,13855,1.0,pending,طرز تهیه رنگینک,food,طرز تهیه رنگینک,food
4140,13856,1.0,pending,دسر سریع,general,دسر سریع,general
4141,13857,1.0,pending,طرز تهیه شله زرد,food,طرز تهیه شله زرد,food
4142,13858,1.0,pending,پارکینگ های بندرعباس,traffic,پارکینگ های بندرعباس,traffic
4144,13860,1.0,pending,پارک حاشیه ای ممنوع,traffic,پارک حاشیه ای ممنوع,traffic
4146,13862,1.0,pending,معاینه فنی بندرعباس,traffic,معاینه فنی بندرعباس,traffic
4151,13867,1.0,pending,اقامت ارزان بندرعباس,tourism,اقامت ارزان بندرعباس,tourism
4155,13871,1.0,pending,ثبت نام خوابگاه,medical,ثبت نام خوابگاه,medical
4157,13873,1.0,pending,اسم دخترانه,general,اسم دخترانه,general
4158,13874,1.0,pending,اسم پسرانه,general,اسم پسرانه,general
4159,13875,1.0,pending,دسر,food,دسر,food
4160,13876,1.0,pending,هوش,medical,هوش,medical
4167,13883,1.0,pending,مکالمه بندری غذا,food,مکالمه بندری غذا,food
4169,13885,1.0,pending,مکالمه بندری عروسی,food,مکالمه بندری عروسی,food
4171,13887,1.0,pending,مکالمه بندری شادی,culture,مکالمه بندری شادی,culture
4174,13890,1.0,pending,مکالمه بندری دکتر,food,مکالمه بندری دکتر,food
4178,13894,1.0,pending,هوا امروز,general,هوا امروز,general
4179,13895,1.0,pending,فردا بارون,general,فردا بارون,general
4180,13896,1.0,pending,باد شمال,general,باد شمال,general
4182,13898,1.0,pending,دریا مواج,general,دریا مواج,general
4184,13900,1.0,pending,دمای آب,tourism,دمای آب,tourism
4185,13901,1.0,pending,هوای گنو,general,هوای گنو,general
4186,13902,1.0,pending,طوفان شن,general,طوفان شن,general
4187,13903,1.0,pending,هوای سفر,general,هوای سفر,general
4195,13910,1.0,pending,سرعت مجاز,traffic,سرعت مجاز,traffic
4196,13911,1.0,pending,دوربین متحرک,traffic,دوربین متحرک,traffic
4201,13916,1.0,pending,جریمه چراغ,traffic,جریمه چراغ,traffic
4204,13919,1.0,pending,بیمارستان خلیج,medical,بیمارستان خلیج,medical
4206,13921,1.0,pending,هتل هما مسیر,tourism,هتل هما مسیر,tourism
4209,13924,1.0,pending,داروخانه شبانه,medical,داروخانه شبانه,medical
4213,13928,1.0,pending,پیک نیک کجا,tourism,پیک نیک کجا,tourism
4215,13930,1.0,pending,فرودگاه مسیر,traffic,فرودگاه مسیر,traffic
4218,13933,1.0,pending,اسکله تفریحی,tourism,اسکله تفریحی,tourism
4221,13936,1.0,pending,قیمت پراید,general,قیمت پراید,general
4230,13945,1.0,pending,اجاره وانت,general,اجاره وانت,general
4233,13948,1.0,pending,کرایه تاکسی فرودگاه,general,کرایه تاکسی فرودگاه,general
4235,13950,1.0,pending,غروب قشنگ,tourism,غروب قشنگ,tourism
4236,13951,1.0,pending,بهترین ساحل,tourism,بهترین ساحل,tourism
4237,13952,1.0,pending,دلفین هنگام,tourism,دلفین هنگام,tourism
4239,13954,1.0,pending,باغ پرندگان ارزش,general,باغ پرندگان ارزش,general
4243,13958,1.0,pending,تور قشم قیمت,tourism,تور قشم قیمت,tourism
4245,13960,1.0,pending,هرمز با ماشین,tourism,هرمز با ماشین,tourism
4246,13961,1.0,pending,عکاسی حرفه ای کجا,tourism,عکاسی حرفه ای کجا,tourism
4247,13962,1.0,pending,تفریحات شبانه بندر,tourism,تفریحات شبانه بندر,tourism
4248,13963,1.0,pending,بومگردی قشم,tourism,بومگردی قشم,tourism
4249,13964,1.0,pending,سوزا قشم,tourism,سوزا قشم,tourism
4250,13965,1.0,pending,جای بکر,tourism,جای بکر,tourism
4251,13966,1.0,pending,قلیه ماهی طرز,food,قلیه ماهی طرز,food
4254,13969,1.0,pending,سس تمر هندی,general,سس تمر هندی,general
4257,13972,1.0,pending,موفلک چیه,food,موفلک چیه,food
4262,13977,1.0,pending,مربای انبه,general,مربای انبه,general
4264,13979,1.0,pending,سبزی قلیه,food,سبزی قلیه,food
4270,13985,1.0,pending,ساعت صیادی,general,ساعت صیادی,general
4276,13991,1.0,pending,فیله صبور,general,فیله صبور,general
4278,13993,1.0,pending,جزر و مد,general,جزر و مد,general
4279,13994,1.0,pending,موج صیادی,tourism,موج صیادی,tourism
4280,13995,1.0,pending,خوراک ماهی تمر,food,خوراک ماهی تمر,food
4284,13999,1.0,pending,فصل هامور,general,فصل هامور,general
4287,14002,1.0,pending,ممنون,general,ممنون,general
